Date,Close,Open,High,Low,Vol.,Change %
7/2/2019,84.96,85.36,85.47,84.22,7.19M,-0.53%
7/1/2019,85.41,84.93,86.28,84.9,6.61M,1.74%
6/28/2019,83.95,83.99,84.75,82.67,12.44M,0.35%
6/27/2019,83.66,82.93,83.77,82.93,11.44M,1.34%
6/26/2019,82.55,83.15,83.69,82.44,5.84M,-0.08%
6/25/2019,82.62,84.6,84.69,82.16,7.34M,-2.22%
6/24/2019,84.5,86,86.85,84.36,8.04M,-1.46%
6/21/2019,85.75,85.16,85.75,84.6,9.29M,0.60%
6/20/2019,85.24,84.9,85.67,84.42,6.16M,2.02%
6/19/2019,83.55,83.73,83.9,83.14,6.22M,-0.89%
6/18/2019,84.3,82.7,84.64,82.5,6.46M,2.67%
6/17/2019,82.11,83.34,83.46,82.01,5.10M,-1.59%
6/14/2019,83.44,83.51,83.86,83.04,4.36M,-0.20%
6/13/2019,83.61,83.15,83.92,83.05,3.38M,1.19%
6/12/2019,82.63,83.48,84.02,82.52,4.03M,-0.76%
6/11/2019,83.26,83.65,84.33,83.12,3.94M,0.82%
6/10/2019,82.58,83.75,84.2,82.45,4.42M,-1.00%
6/7/2019,83.41,83.09,83.68,82.81,3.89M,1.16%
6/6/2019,82.45,82.72,83.06,82.08,4.95M,-0.33%
6/5/2019,82.72,82.29,82.9,81.93,8.17M,1.35%
6/4/2019,81.62,79.3,81.65,78.78,7.53M,4.69%
6/3/2019,77.96,77.24,78.58,77.08,11.67M,1.06%
5/31/2019,77.14,78,78.26,77.07,8.89M,-2.67%
5/30/2019,79.26,78.92,79.73,78.61,6.18M,0.49%
5/29/2019,78.87,80.71,80.86,77.7,10.12M,-2.87%
5/28/2019,81.2,82.85,83.19,81.13,7.93M,-1.17%
5/24/2019,82.16,82.2,83.17,82.09,6.00M,-0.58%
5/23/2019,82.64,82.5,83.06,81.99,9.70M,-0.67%
5/22/2019,83.2,82.99,83.34,82.76,5.24M,-0.53%
5/21/2019,83.64,83.36,83.8,82.51,5.76M,0.95%
5/20/2019,82.85,83.8,83.8,82.73,7.18M,-2.03%
5/17/2019,84.57,83.51,85.52,83.5,5.07M,0.34%
5/16/2019,84.28,84.51,85.4,84.2,6.75M,0.32%
5/15/2019,84.01,83.17,84.49,82.94,4.86M,0.41%
5/14/2019,83.67,82.78,84,82.06,7.53M,1.38%
5/13/2019,82.53,81.65,82.63,81.32,6.45M,-1.69%
5/10/2019,83.95,82.78,84.27,82.19,5.45M,1.17%
5/9/2019,82.98,82.21,83.01,81.54,6.34M,0.25%
5/8/2019,82.77,82.43,83.99,82.14,9.50M,0.28%
5/7/2019,82.54,83.02,83.63,81.83,9.81M,-1.23%
5/6/2019,83.57,83.77,83.87,82.86,12.84M,-2.49%
5/3/2019,85.7,85.9,86.3,85.69,6.80M,0.50%
5/2/2019,85.27,86.21,86.28,84.98,6.81M,-0.73%
5/1/2019,85.9,87.73,87.95,85.87,6.52M,-2.20%
4/30/2019,87.83,88.29,88.4,87.26,7.61M,-0.49%
4/29/2019,88.26,88.18,88.5,88.13,5.01M,-0.06%
4/26/2019,88.31,87.95,88.94,87.33,6.22M,0.86%
4/25/2019,87.56,88.4,88.54,87.49,7.07M,-0.94%
4/24/2019,88.39,87.67,88.82,87.43,8.06M,1.10%
4/23/2019,87.43,87.57,87.67,87.01,7.51M,0.08%
4/22/2019,87.36,88.35,88.64,87.3,5.39M,-2.06%
4/18/2019,89.2,88.76,90,88.7,7.02M,0.53%
4/17/2019,88.73,87.95,88.97,87.45,5.69M,1.06%
4/16/2019,87.8,87,87.95,87,4.65M,1.12%
4/15/2019,86.83,86.89,87.24,86.44,5.04M,0.68%
4/12/2019,86.24,85.3,86.49,85.29,6.04M,1.46%
4/11/2019,85,84.9,85.05,84.28,3.35M,0.14%
4/10/2019,84.88,84.64,85.01,84.56,3.92M,0.71%
4/9/2019,84.28,84.22,84.6,83.97,3.80M,-0.53%
4/8/2019,84.73,85.01,85.29,84.57,4.71M,-0.78%
4/5/2019,85.4,86,86.16,85.05,7.37M,0.14%
4/4/2019,85.28,84.49,85.38,84.36,3.66M,0.96%
4/3/2019,84.47,84.9,84.99,84.25,4.08M,0.12%
4/2/2019,84.37,85,85.26,84.16,4.43M,-1.01%
4/1/2019,85.23,85.04,85.32,84.7,6.74M,1.21%
3/29/2019,84.21,84.6,84.85,83.86,6.49M,0.20%
3/28/2019,84.04,83.93,84.72,83.7,6.03M,1.14%
3/27/2019,83.09,83.69,83.8,82.04,6.49M,-0.35%
3/26/2019,83.38,83.63,84.09,82.91,9.61M,1.28%
3/25/2019,82.33,81.48,83.22,80.89,15.56M,0.17%
3/22/2019,82.19,85.2,85.9,82.15,21.66M,-6.61%
3/21/2019,88.01,87.24,88.12,86.83,10.39M,1.52%
3/20/2019,86.69,87.5,87.58,86.09,5.99M,-1.14%
3/19/2019,87.69,88.22,88.59,87.29,6.64M,-0.15%
3/18/2019,87.82,87.3,87.84,87,7.75M,1.18%
3/15/2019,86.8,87.22,87.61,85.95,11.03M,-0.08%
3/14/2019,86.87,86.15,86.88,85.7,5.91M,1.09%
3/13/2019,85.93,85.7,86.66,85.6,5.04M,0.59%
3/12/2019,85.43,85.78,86.08,85.02,4.43M,-0.45%
3/11/2019,85.82,85.39,85.94,85.05,4.00M,1.20%
3/8/2019,84.8,84.58,84.88,84.02,4.67M,-0.54%
3/7/2019,85.26,84.97,85.41,84.66,4.32M,0.15%
3/6/2019,85.13,85.6,85.99,85.04,3.20M,-0.36%
3/5/2019,85.44,85.88,86.25,85.44,4.98M,-0.23%
3/4/2019,85.64,87.32,87.99,85.11,7.34M,-1.74%
3/1/2019,87.16,86.93,87.99,86.24,6.32M,1.67%
