Date,Close,Open,High,Low,Vol.,Change %
6/28/2019,49.48,49.67,49.87,49.26,124.44M,-0.92%
6/27/2019,49.94,50.07,50.39,49.89,83.60M,-0.02%
6/26/2019,49.95,49.44,50.25,49.34,104.27M,2.17%
6/25/2019,48.89,49.61,49.81,48.82,84.28M,-1.53%
6/24/2019,49.65,49.63,50.04,49.54,72.88M,-0.10%
6/21/2019,49.7,49.7,50.21,49.54,191.20M,-0.34%
6/20/2019,49.87,50.09,50.15,49.51,86.06M,0.81%
6/19/2019,49.47,49.92,49.97,49.33,84.50M,-0.28%
6/18/2019,49.61,49.01,50.07,48.8,106.20M,2.35%
6/17/2019,48.47,48.23,48.74,48.04,58.68M,0.58%
6/14/2019,48.19,47.89,48.4,47.58,75.05M,-0.72%
6/13/2019,48.54,48.67,49.2,48.4,86.70M,-0.02%
6/12/2019,48.55,48.49,48.99,48.35,73.01M,-0.31%
6/11/2019,48.7,48.72,49,48.4,107.73M,1.14%
6/10/2019,48.15,47.95,48.84,47.91,104.88M,1.28%
6/7/2019,47.54,46.63,47.98,46.44,122.74M,2.68%
6/6/2019,46.3,45.77,46.37,45.54,90.11M,1.47%
6/5/2019,45.63,46.07,46.25,45.28,119.09M,1.60%
6/4/2019,44.91,43.86,44.96,43.63,123.87M,3.65%
6/3/2019,43.33,43.9,44.48,42.57,161.58M,-1.01%
5/31/2019,43.77,44.06,44.5,43.75,108.17M,-1.82%
5/30/2019,44.58,44.49,44.81,44.17,84.87M,0.54%
5/29/2019,44.34,44.1,44.84,44,113.92M,-0.49%
5/28/2019,44.56,44.73,45.15,44.48,111.79M,-0.40%
5/24/2019,44.74,45.05,45.53,44.66,94.86M,-0.38%
5/23/2019,44.91,44.95,45.13,44.45,146.12M,-1.73%
5/22/2019,45.7,46.16,46.43,45.64,118.99M,-2.04%
5/21/2019,46.65,46.3,47,46.17,113.46M,1.92%
5/20/2019,45.77,45.88,46.09,45.07,154.45M,-3.13%
5/17/2019,47.25,46.73,47.73,46.69,131.52M,-0.57%
5/16/2019,47.52,47.48,48.12,47.21,132.13M,-0.44%
5/15/2019,47.73,46.57,47.94,46.51,106.18M,1.21%
5/14/2019,47.16,46.6,47.42,46.35,146.12M,1.57%
5/13/2019,46.43,46.93,47.37,45.71,229.72M,-5.82%
5/10/2019,49.3,49.35,49.71,48.19,164.83M,-1.75%
5/9/2019,50.18,50.1,50.42,49.16,139.63M,-1.08%
5/8/2019,50.73,50.48,51.34,50.44,105.36M,0.02%
5/7/2019,50.72,51.47,51.85,50.21,155.05M,-2.69%
5/6/2019,52.12,51.07,52.21,50.88,129.77M,-1.55%
5/3/2019,52.94,52.72,52.96,52.56,83.57M,1.24%
5/2/2019,52.29,52.46,53.16,52.03,127.99M,-0.65%
5/1/2019,52.63,52.47,53.83,52.31,259.31M,4.90%
4/30/2019,50.17,50.77,50.85,49.78,186.14M,-1.92%
4/29/2019,51.15,51.1,51.49,50.97,88.82M,0.14%
4/26/2019,51.08,51.23,51.25,50.53,74.60M,-0.47%
4/25/2019,51.32,51.71,51.94,51.28,74.17M,-0.91%
4/24/2019,51.79,51.84,52.12,51.76,70.16M,-0.15%
4/23/2019,51.87,51.11,51.94,50.98,93.29M,1.45%
4/22/2019,51.13,50.71,51.23,50.59,77.76M,0.31%
4/18/2019,50.97,50.78,51.04,50.63,96.78M,0.37%
4/17/2019,50.78,49.88,50.84,49.65,115.63M,1.95%
4/16/2019,49.81,49.87,50.34,49.64,102.79M,0.00%
4/15/2019,49.81,49.65,49.96,49.5,70.15M,0.18%
4/12/2019,49.72,49.8,50.03,49.05,111.04M,-0.04%
4/11/2019,49.74,50.21,50.25,49.61,83.60M,-0.84%
4/10/2019,50.16,49.67,50.19,49.55,86.78M,0.56%
4/9/2019,49.88,50.08,50.71,49.81,143.07M,-0.28%
4/8/2019,50.02,49.1,50.06,49.09,103.53M,1.56%
4/5/2019,49.25,49.11,49.27,48.98,74.11M,0.67%
4/4/2019,48.92,48.7,49.09,48.28,76.46M,0.16%
4/3/2019,48.84,48.31,49.12,48.29,93.09M,0.68%
4/2/2019,48.51,47.77,48.62,47.76,91.06M,1.46%
4/1/2019,47.81,47.91,47.92,47.09,111.45M,0.67%
3/29/2019,47.49,47.46,47.52,47.13,94.26M,0.66%
3/28/2019,47.18,47.24,47.39,46.88,83.12M,0.13%
3/27/2019,47.12,47.19,47.44,46.64,119.39M,0.90%
3/26/2019,46.7,47.92,48.22,46.15,199.20M,-1.04%
3/25/2019,47.19,47.88,47.99,46.65,175.38M,-1.19%
3/22/2019,47.76,48.84,49.42,47.7,169.63M,-2.07%
3/21/2019,48.77,47.51,49.08,47.45,204.14M,3.68%
3/20/2019,47.04,46.56,47.37,46.18,124.14M,0.88%
3/19/2019,46.63,47.09,47.25,46.48,126.59M,-0.81%
3/18/2019,47.01,46.45,47.1,46.45,104.88M,1.03%
3/15/2019,46.53,46.21,46.83,45.94,156.17M,1.31%
3/14/2019,45.93,45.98,46.02,45.64,94.32M,1.10%
3/13/2019,45.43,45.56,45.83,45.23,124.13M,0.44%
3/12/2019,45.23,45,45.67,44.84,129.87M,1.12%
3/11/2019,44.73,43.87,44.78,43.84,128.04M,3.47%
3/8/2019,43.23,42.58,43.27,42.38,96.00M,0.26%
3/7/2019,43.12,43.47,43.61,43.01,99.19M,-1.17%
3/6/2019,43.63,43.67,43.87,43.48,83.24M,-0.57%
3/5/2019,43.88,43.98,44,43.63,78.95M,-0.18%
3/4/2019,43.96,43.92,44.44,43.49,109.74M,0.50%
3/1/2019,43.74,43.57,43.79,43.22,103.54M,1.04%
